Pure Rim Protector - Blocks + Blocks Per Game
Glass Cleaning Finisher - Blocks + Points Per Game
Scoring Machine - Points Per Game + Points
Playmaking Shot Creator - Assist TO Ratio + Field Goal %
Playmaking Scorer - Assist TO Ratio + Points Per Game
Inside Out Playmaker - 3PT FGM + Assist/TO Ratio
Pure Playmaker - Assists + Assist TO Ratio
2-Way 3-Point Facilitator - Steals + 3PT FGM
3 & D - 3PT % + Steals Per Game
Glass Cleaning Lockdown - Rebounds Per Game + Blocks Per Game
Scoring Paint Beast - Points Per Game + Rebounds
Volume Scorer - FGA + Points Per Game
Volume Shooter - FGA + 3PT FGM
Stretch Glass Cleaner - 3PT FGM + Rebounds
Scoring Machine - FG % + Points Per Game
2-Way Sharpshooter - Steals Per Game + 3FGM
Pure Sharpshooter (Deadeye) - 3PT % + 3FGM
Pure Sharpshooter (Sniper) - 3PT % + 3PT Per Game
Volume Shooter - 3PT Attempts + 3PT FGM
Pure Pickpocket - Steals + Steals Per Game
Defensive Threat (Snatcher) - Steals + Blocks
Defensive Threat (Packer) - Blocks +  Steals
Floor General - Assists Per Game + Minutes Per Game
Playmaking Lockdown - Assist TO Ratio + Steals Per Game
Glass Cleaning Pickpocket - Rebounds Per Game + Steals Per Game
Wing God - Assists Per Game + 3PT Per Game
Free Throw Ace - FT% + FTA
Foul Magnet - FTA + Minutes Per Game
Stretch Rim Protector - 3PT FGM + Blocks Per Game
Pure Lockdown - Steals + Blocks Per Game
High Efficiency Sniper - FG% + 3FG%
High Efficiency Dimer - FG% + Assists Per Game
High Efficiency Glass Cleaner - FG% + Rebounds PG
High Efficiency Snatcher - FG% + Steals PG
Playmaking Glass Cleaner - Assist TO Ratio + Rebounds Per Game
Playmaking Rim Protector - Assist TO Ratio + Blocks Per Game
Playmaking Sniper - Assist TO Ratio + 3PT PG
Scrappy Rim Protector - Steals PG + Blocks Per Game
Scrappy Scorer - Steals Per Game + Points
Tempo Scorer - Minutes PG + Points PG
Tempo Glass Cleaner - Minutes PG + Rebounds PG
Tempo Playmaker - Minutes PG + Assist TO Ratio
Tempo Rim Protector - Minutes PG + Blocks PG
Tempo Lockdown - Minutes PG + Steals PG
Pure Scoring Machine - Points PG + Points
Scoring Glass Cleaner - Points PG + Blocks PG
Scoring Rim Protector - Points PG + Blocks PG
Clock Stopper - FTA + Minutes PG
Pure Glass Cleaner (Offensive) - Rebounds + Offensive Rebounds PG
Pure Glass Cleaner (Defensive) - Rebounds + Defensive Rebounds PG
Inside Form Shooter (FG) - FT% + FG%
Outside Form Shooter (3FG) - FT% + 3FG%
Double Down Scorer - Doubles + Points Per Game
Double Down Glass Cleaner - Doubles + Rebounds Per Game
Double Down Lockdown - Doubles + Steals Per Game
Double Down Sniper - Doubles + 3FG%
Double Down Playmaker - Doubles + Assists TO Ratio
Double Down Rim Protector - Doubles + Blocks PG
Double Down Foul-Magnet - Doubles + FTA
Double Down Free Throw Ace - Doubles + FT %
